"year","scenario","esm","mem","biomass"
2067,"ssp1","ipsl-cm6a-lr","macroecological",12013872218778612
2068,"ssp1","ipsl-cm6a-lr","macroecological",12283806234673640
2069,"ssp1","ipsl-cm6a-lr","macroecological",12296368729119546
2070,"ssp1","ipsl-cm6a-lr","macroecological",12070044502283736
2071,"ssp1","ipsl-cm6a-lr","macroecological",12377688355930312
2072,"ssp1","ipsl-cm6a-lr","macroecological",12269679896936620
2073,"ssp1","ipsl-cm6a-lr","macroecological",12340055883793188
2074,"ssp1","ipsl-cm6a-lr","macroecological",12319943421233284
2075,"ssp1","ipsl-cm6a-lr","macroecological",12233668722436320
2076,"ssp1","ipsl-cm6a-lr","macroecological",11974062538037164
2077,"ssp1","ipsl-cm6a-lr","macroecological",12121052291866098
2078,"ssp1","ipsl-cm6a-lr","macroecological",12303479608708752
2079,"ssp1","ipsl-cm6a-lr","macroecological",12023454806533124
2080,"ssp1","ipsl-cm6a-lr","macroecological",12018496971278088
2081,"ssp1","ipsl-cm6a-lr","macroecological",12056964197800092
2082,"ssp1","ipsl-cm6a-lr","macroecological",11589538654020884
2083,"ssp1","ipsl-cm6a-lr","macroecological",11768913796033834
2084,"ssp1","ipsl-cm6a-lr","macroecological",11947436786738722
2085,"ssp1","ipsl-cm6a-lr","macroecological",12296361024187642
2086,"ssp1","ipsl-cm6a-lr","macroecological",12466726956333294
2087,"ssp1","ipsl-cm6a-lr","macroecological",12210808813595804
2088,"ssp1","ipsl-cm6a-lr","macroecological",12146525826854352
2089,"ssp1","ipsl-cm6a-lr","macroecological",12335354649550008
2090,"ssp1","ipsl-cm6a-lr","macroecological",12435188200613158
2091,"ssp1","ipsl-cm6a-lr","macroecological",12296994140108838
2092,"ssp1","ipsl-cm6a-lr","macroecological",12506367083173108
2093,"ssp1","ipsl-cm6a-lr","macroecological",12615531486879582
2094,"ssp1","ipsl-cm6a-lr","macroecological",12436058142138118
2095,"ssp1","ipsl-cm6a-lr","macroecological",12407408732511242
2096,"ssp1","ipsl-cm6a-lr","macroecological",12539925059779816
2097,"ssp1","ipsl-cm6a-lr","macroecological",12130876395152140
2098,"ssp1","ipsl-cm6a-lr","macroecological",11712021672680802
2099,"ssp1","ipsl-cm6a-lr","macroecological",12020481010132462
2100,"ssp1","ipsl-cm6a-lr","macroecological",12077446772545864
2015,"ssp5","ipsl-cm6a-lr","macroecological",13067572519177402
2016,"ssp5","ipsl-cm6a-lr","macroecological",12552554127641618
2017,"ssp5","ipsl-cm6a-lr","macroecological",12840031859185122
2018,"ssp5","ipsl-cm6a-lr","macroecological",12807396443783110
2019,"ssp5","ipsl-cm6a-lr","macroecological",13096845873239548
2020,"ssp5","ipsl-cm6a-lr","macroecological",12816070614189906
2021,"ssp5","ipsl-cm6a-lr","macroecological",12608581419168686
2022,"ssp5","ipsl-cm6a-lr","macroecological",13298126691147318
2023,"ssp5","ipsl-cm6a-lr","macroecological",13338161187401700
2024,"ssp5","ipsl-cm6a-lr","macroecological",13024419707759596
2025,"ssp5","ipsl-cm6a-lr","macroecological",13037166114551908
2026,"ssp5","ipsl-cm6a-lr","macroecological",12770382328582964
2027,"ssp5","ipsl-cm6a-lr","macroecological",12740587894317332
2028,"ssp5","ipsl-cm6a-lr","macroecological",12555222448679532
2029,"ssp5","ipsl-cm6a-lr","macroecological",12343912254575398
2030,"ssp5","ipsl-cm6a-lr","macroecological",12291278140989618
2031,"ssp5","ipsl-cm6a-lr","macroecological",12412649188879818
2032,"ssp5","ipsl-cm6a-lr","macroecological",12518049686415264
2033,"ssp5","ipsl-cm6a-lr","macroecological",12732782636550550
2034,"ssp5","ipsl-cm6a-lr","macroecological",12675018796498864
2035,"ssp5","ipsl-cm6a-lr","macroecological",12897622871105890
2036,"ssp5","ipsl-cm6a-lr","macroecological",12858647412795436
2037,"ssp5","ipsl-cm6a-lr","macroecological",12729987787621692
2038,"ssp5","ipsl-cm6a-lr","macroecological",12391964789756438
2039,"ssp5","ipsl-cm6a-lr","macroecological",12339550446474854
2040,"ssp5","ipsl-cm6a-lr","macroecological",12385817729636996
2041,"ssp5","ipsl-cm6a-lr","macroecological",12427770803842752
2042,"ssp5","ipsl-cm6a-lr","macroecological",12572311475620038
2043,"ssp5","ipsl-cm6a-lr","macroecological",12206713430764716
2044,"ssp5","ipsl-cm6a-lr","macroecological",12283234210764676
2045,"ssp5","ipsl-cm6a-lr","macroecological",12312104988602176
2046,"ssp5","ipsl-cm6a-lr","macroecological",12121694688745704
2047,"ssp5","ipsl-cm6a-lr","macroecological",11900105300509342
2048,"ssp5","ipsl-cm6a-lr","macroecological",11872041104414290
2049,"ssp5","ipsl-cm6a-lr","macroecological",11877110793841158
2050,"ssp5","ipsl-cm6a-lr","macroecological",11774008440878228
2051,"ssp5","ipsl-cm6a-lr","macroecological",11649206242878954
2052,"ssp5","ipsl-cm6a-lr","macroecological",11895773523141012
2053,"ssp5","ipsl-cm6a-lr","macroecological",11805494600392098
2054,"ssp5","ipsl-cm6a-lr","macroecological",11847429827822366
2055,"ssp5","ipsl-cm6a-lr","macroecological",11811365701046186
2056,"ssp5","ipsl-cm6a-lr","macroecological",11611648826199312
2057,"ssp5","ipsl-cm6a-lr","macroecological",11803327421681708
2058,"ssp5","ipsl-cm6a-lr","macroecological",11699894645159298
2059,"ssp5","ipsl-cm6a-lr","macroecological",11590659643439578
2060,"ssp5","ipsl-cm6a-lr","macroecological",11552368618489496
2061,"ssp5","ipsl-cm6a-lr","macroecological",11869251744690026
2062,"ssp5","ipsl-cm6a-lr","macroecological",11562924485669282
2063,"ssp5","ipsl-cm6a-lr","macroecological",11241577581104176
2064,"ssp5","ipsl-cm6a-lr","macroecological",11160872360599250
2065,"ssp5","ipsl-cm6a-lr","macroecological",11087233456886520
2066,"ssp5","ipsl-cm6a-lr","macroecological",11042276627042106
2067,"ssp5","ipsl-cm6a-lr","macroecological",11240025573796538
2068,"ssp5","ipsl-cm6a-lr","macroecological",10955101313132454
2069,"ssp5","ipsl-cm6a-lr","macroecological",11154994691543886
2070,"ssp5","ipsl-cm6a-lr","macroecological",11017948416762398
2071,"ssp5","ipsl-cm6a-lr","macroecological",10754459186255550
2072,"ssp5","ipsl-cm6a-lr","macroecological",10948132650240068
2073,"ssp5","ipsl-cm6a-lr","macroecological",11071545435515152
2074,"ssp5","ipsl-cm6a-lr","macroecological",10970613540323482
2075,"ssp5","ipsl-cm6a-lr","macroecological",10820544512959194
2076,"ssp5","ipsl-cm6a-lr","macroecological",10631452289945130
2077,"ssp5","ipsl-cm6a-lr","macroecological",10794688128664572
2078,"ssp5","ipsl-cm6a-lr","macroecological",10606878275772692
2079,"ssp5","ipsl-cm6a-lr","macroecological",10528902775833886
2080,"ssp5","ipsl-cm6a-lr","macroecological",10365082184321850
2081,"ssp5","ipsl-cm6a-lr","macroecological",10248103479256980
2082,"ssp5","ipsl-cm6a-lr","macroecological",10336284852200260
2083,"ssp5","ipsl-cm6a-lr","macroecological",10345257190627260
2084,"ssp5","ipsl-cm6a-lr","macroecological",10090836839699202
2085,"ssp5","ipsl-cm6a-lr","macroecological",10123000612703526
2086,"ssp5","ipsl-cm6a-lr","macroecological",10130912916524870
2087,"ssp5","ipsl-cm6a-lr","macroecological",9941903911763022
2088,"ssp5","ipsl-cm6a-lr","macroecological",9954577456276984
2089,"ssp5","ipsl-cm6a-lr","macroecological",9759944727688026
2090,"ssp5","ipsl-cm6a-lr","macroecological",9686577425487738
2091,"ssp5","ipsl-cm6a-lr","macroecological",9708458268943946
2092,"ssp5","ipsl-cm6a-lr","macroecological",9648769712575264
2093,"ssp5","ipsl-cm6a-lr","macroecological",10009826607902530
2094,"ssp5","ipsl-cm6a-lr","macroecological",9883355225806572
2095,"ssp5","ipsl-cm6a-lr","macroecological",9704234479163554
2096,"ssp5","ipsl-cm6a-lr","macroecological",9623373566701532
2097,"ssp5","ipsl-cm6a-lr","macroecological",9579960953955044
2098,"ssp5","ipsl-cm6a-lr","macroecological",9279710740762978
2099,"ssp5","ipsl-cm6a-lr","macroecological",9170844900546088
2100,"ssp5","ipsl-cm6a-lr","macroecological",9385788901821440
1950,"historical","gfdl-esm4","zoomss",33471462809872288
1951,"historical","gfdl-esm4","zoomss",33581688759758972
1952,"historical","gfdl-esm4","zoomss",33537344222509548
1953,"historical","gfdl-esm4","zoomss",33813600909614392
1954,"historical","gfdl-esm4","zoomss",33876796746341644
1955,"historical","gfdl-esm4","zoomss",34457250742585436
1956,"historical","gfdl-esm4","zoomss",33896172826981144
1957,"historical","gfdl-esm4","zoomss",33852836598598416
1958,"historical","gfdl-esm4","zoomss",33622921361266224
1959,"historical","gfdl-esm4","zoomss",33786482220550708
1960,"historical","gfdl-esm4","zoomss",34503466042963312
1961,"historical","gfdl-esm4","zoomss",33653307175361064
1962,"historical","gfdl-esm4","zoomss",33335903697126940
1963,"historical","gfdl-esm4","zoomss",34660197598052824
1964,"historical","gfdl-esm4","zoomss",33819641133393856
1965,"historical","gfdl-esm4","zoomss",34050040257418068
1966,"historical","gfdl-esm4","zoomss",34364204486709280
1967,"historical","gfdl-esm4","zoomss",34006842292879860
1968,"historical","gfdl-esm4","zoomss",33610842720185880
1969,"historical","gfdl-esm4","zoomss",34090515344679380
1970,"historical","gfdl-esm4","zoomss",34004726129212160
1971,"historical","gfdl-esm4","zoomss",33799126704968716
1972,"historical","gfdl-esm4","zoomss",34605281207466168
1973,"historical","gfdl-esm4","zoomss",33412978279334900
1974,"historical","gfdl-esm4","zoomss",34227727071380552
1975,"historical","gfdl-esm4","zoomss",33832615916781240
1976,"historical","gfdl-esm4","zoomss",33679495118592696
1977,"historical","gfdl-esm4","zoomss",33472381422832192
1978,"historical","gfdl-esm4","zoomss",33397047574991088
1979,"historical","gfdl-esm4","zoomss",33885716379419016
1980,"historical","gfdl-esm4","zoomss",34012554490271340
1981,"historical","gfdl-esm4","zoomss",32966292342561600
1982,"historical","gfdl-esm4","zoomss",33770594998063724
1983,"historical","gfdl-esm4","zoomss",33929248788033472
1984,"historical","gfdl-esm4","zoomss",34274955901554672
1985,"historical","gfdl-esm4","zoomss",34204152594670160
1986,"historical","gfdl-esm4","zoomss",34249171499053628
1987,"historical","gfdl-esm4","zoomss",34338126402885928
1988,"historical","gfdl-esm4","zoomss",33943096635677824
1989,"historical","gfdl-esm4","zoomss",33210999938239496
1990,"historical","gfdl-esm4","zoomss",33179741374425308
1991,"historical","gfdl-esm4","zoomss",33255332887266384
1992,"historical","gfdl-esm4","zoomss",34085892050604728
1993,"historical","gfdl-esm4","zoomss",34014964898258716
1994,"historical","gfdl-esm4","zoomss",33559005274948176
1995,"historical","gfdl-esm4","zoomss",34102896265273060
1996,"historical","gfdl-esm4","zoomss",33735322254254040
1997,"historical","gfdl-esm4","zoomss",33915508625135968
1998,"historical","gfdl-esm4","zoomss",33743158151580668
1999,"historical","gfdl-esm4","zoomss",33011065537322096
2000,"historical","gfdl-esm4","zoomss",33378961727552968
2001,"historical","gfdl-esm4","zoomss",33025917113977116
2002,"historical","gfdl-esm4","zoomss",33142199540554832
2003,"historical","gfdl-esm4","zoomss",32021487671929896
2004,"historical","gfdl-esm4","zoomss",32612919169250072
2005,"historical","gfdl-esm4","zoomss",33040459584711652
2006,"historical","gfdl-esm4","zoomss",33032203685586972
2007,"historical","gfdl-esm4","zoomss",33448780693851580
2008,"historical","gfdl-esm4","zoomss",32882839067853404
2009,"historical","gfdl-esm4","zoomss",33432624746505840
2010,"historical","gfdl-esm4","zoomss",34289038990055316
2011,"historical","gfdl-esm4","zoomss",33220186984361084
2012,"historical","gfdl-esm4","zoomss",32599376351459136
2013,"historical","gfdl-esm4","zoomss",32677331853655500
2014,"historical","gfdl-esm4","zoomss",32622872794377836
2015,"ssp1","gfdl-esm4","zoomss",32861392256223016
2016,"ssp1","gfdl-esm4","zoomss",32097527622289872
2017,"ssp1","gfdl-esm4","zoomss",31913917880176836
2018,"ssp1","gfdl-esm4","zoomss",32862890532796468
2019,"ssp1","gfdl-esm4","zoomss",32008006492865328
2020,"ssp1","gfdl-esm4","zoomss",31959711771387152
2021,"ssp1","gfdl-esm4","zoomss",31942527957349056
2022,"ssp1","gfdl-esm4","zoomss",32049833621045448
2023,"ssp1","gfdl-esm4","zoomss",31970564979770832
2024,"ssp1","gfdl-esm4","zoomss",31933044592865544
2025,"ssp1","gfdl-esm4","zoomss",31456885265871704
2026,"ssp1","gfdl-esm4","zoomss",32463486538405740
2027,"ssp1","gfdl-esm4","zoomss",32322616103365080
2028,"ssp1","gfdl-esm4","zoomss",31693396553176560
2029,"ssp1","gfdl-esm4","zoomss",32042640728909344
2030,"ssp1","gfdl-esm4","zoomss",31303036676383408
2031,"ssp1","gfdl-esm4","zoomss",31625011354751952
2032,"ssp1","gfdl-esm4","zoomss",32322945802118224
2033,"ssp1","gfdl-esm4","zoomss",31280161646398684
2034,"ssp1","gfdl-esm4","zoomss",31952197500306808
2035,"ssp1","gfdl-esm4","zoomss",31650302412647456
2036,"ssp1","gfdl-esm4","zoomss",30961337796050572
2037,"ssp1","gfdl-esm4","zoomss",31615919474024920
2038,"ssp1","gfdl-esm4","zoomss",31936917327981560
2039,"ssp1","gfdl-esm4","zoomss",32271703836598024
2040,"ssp1","gfdl-esm4","zoomss",32053231954890012
2041,"ssp1","gfdl-esm4","zoomss",31100229407157176
2042,"ssp1","gfdl-esm4","zoomss",30920983682914516
2043,"ssp1","gfdl-esm4","zoomss",31262421573727440
2044,"ssp1","gfdl-esm4","zoomss",31601211807313868
2045,"ssp1","gfdl-esm4","zoomss",31178463317458616
2046,"ssp1","gfdl-esm4","zoomss",31872787610096900
2047,"ssp1","gfdl-esm4","zoomss",32200791375570248
2048,"ssp1","gfdl-esm4","zoomss",31718751046855212
2049,"ssp1","gfdl-esm4","zoomss",31336541476920004
2050,"ssp1","gfdl-esm4","zoomss",31891149688587320
2051,"ssp1","gfdl-esm4","zoomss",31199771395057368
2052,"ssp1","gfdl-esm4","zoomss",32432938216392600
2053,"ssp1","gfdl-esm4","zoomss",31877821140010320
2054,"ssp1","gfdl-esm4","zoomss",31473190583424744
2055,"ssp1","gfdl-esm4","zoomss",31824576539057048
2056,"ssp1","gfdl-esm4","zoomss",31280953028445936
2057,"ssp1","gfdl-esm4","zoomss",31308946822620128
2058,"ssp1","gfdl-esm4","zoomss",32192590054254856
2059,"ssp1","gfdl-esm4","zoomss",31986039629991032
2060,"ssp1","gfdl-esm4","zoomss",31562794727105124
2061,"ssp1","gfdl-esm4","zoomss",31614236805131296
2062,"ssp1","gfdl-esm4","zoomss",32530963810386584
2063,"ssp1","gfdl-esm4","zoomss",31744926350641476
2064,"ssp1","gfdl-esm4","zoomss",31851541190561864
2065,"ssp1","gfdl-esm4","zoomss",31529688477257544
2066,"ssp1","gfdl-esm4","zoomss",31726875384806132
2067,"ssp1","gfdl-esm4","zoomss",31456134050523584
2068,"ssp1","gfdl-esm4","zoomss",31192510569016584
2069,"ssp1","gfdl-esm4","zoomss",31158534492958536
2070,"ssp1","gfdl-esm4","zoomss",31780609762098864
2071,"ssp1","gfdl-esm4","zoomss",31751815918929848
2072,"ssp1","gfdl-esm4","zoomss",31250783036190368
2073,"ssp1","gfdl-esm4","zoomss",31458753931423368
2074,"ssp1","gfdl-esm4","zoomss",32116019441503732
2075,"ssp1","gfdl-esm4","zoomss",32089453212451592
2076,"ssp1","gfdl-esm4","zoomss",31727484402925496
2077,"ssp1","gfdl-esm4","zoomss",30874671394024956
2078,"ssp1","gfdl-esm4","zoomss",30577901701162864
2079,"ssp1","gfdl-esm4","zoomss",31355053993635824
2080,"ssp1","gfdl-esm4","zoomss",30899591250270860
2081,"ssp1","gfdl-esm4","zoomss",31340074938164664
2082,"ssp1","gfdl-esm4","zoomss",30028670208817800
2083,"ssp1","gfdl-esm4","zoomss",30889712278631764
2084,"ssp1","gfdl-esm4","zoomss",31546275243387328
2085,"ssp1","gfdl-esm4","zoomss",30637871035294764
2086,"ssp1","gfdl-esm4","zoomss",30892902285193832
2087,"ssp1","gfdl-esm4","zoomss",31055343513988632
2088,"ssp1","gfdl-esm4","zoomss",30804487148550872
2089,"ssp1","gfdl-esm4","zoomss",30651336154299784
2090,"ssp1","gfdl-esm4","zoomss",31013424403722392
2091,"ssp1","gfdl-esm4","zoomss",31528788110320892
2092,"ssp1","gfdl-esm4","zoomss",30806544774721680
2093,"ssp1","gfdl-esm4","zoomss",31519595836667360
2094,"ssp1","gfdl-esm4","zoomss",31690845631025516
2095,"ssp1","gfdl-esm4","zoomss",31520599939734888
2096,"ssp1","gfdl-esm4","zoomss",31391725520963960
2097,"ssp1","gfdl-esm4","zoomss",30351744733012172
2098,"ssp1","gfdl-esm4","zoomss",30938262807351612
2099,"ssp1","gfdl-esm4","zoomss",31192473855414280
2100,"ssp1","gfdl-esm4","zoomss",31119947992946952
2015,"ssp5","gfdl-esm4","zoomss",33114097803203464
2016,"ssp5","gfdl-esm4","zoomss",31594827510456408
2017,"ssp5","gfdl-esm4","zoomss",32852570237527236
2018,"ssp5","gfdl-esm4","zoomss",33052792417572288
2019,"ssp5","gfdl-esm4","zoomss",32764076061277232
2020,"ssp5","gfdl-esm4","zoomss",32079900707154204
2021,"ssp5","gfdl-esm4","zoomss",32309456874515220
2022,"ssp5","gfdl-esm4","zoomss",32470825201960056
2023,"ssp5","gfdl-esm4","zoomss",32330858696275960
2024,"ssp5","gfdl-esm4","zoomss",32190898393899568
2025,"ssp5","gfdl-esm4","zoomss",32310358862670464
2026,"ssp5","gfdl-esm4","zoomss",32228961601417780
2027,"ssp5","gfdl-esm4","zoomss",32381636199461960
2028,"ssp5","gfdl-esm4","zoomss",32207168956119076
2029,"ssp5","gfdl-esm4","zoomss",32466948688071824
2030,"ssp5","gfdl-esm4","zoomss",32157390586769744
2031,"ssp5","gfdl-esm4","zoomss",31480699302862032
2032,"ssp5","gfdl-esm4","zoomss",31336063075667256
2033,"ssp5","gfdl-esm4","zoomss",31517092258030636
2034,"ssp5","gfdl-esm4","zoomss",32184692075348920
2035,"ssp5","gfdl-esm4","zoomss",31793680134832684
2036,"ssp5","gfdl-esm4","zoomss",31459912113287360
2037,"ssp5","gfdl-esm4","zoomss",31889624705017156
2038,"ssp5","gfdl-esm4","zoomss",31785501457401540
2039,"ssp5","gfdl-esm4","zoomss",31401269506084504
2040,"ssp5","gfdl-esm4","zoomss",31815929940351028
2041,"ssp5","gfdl-esm4","zoomss",31742462243151624
2042,"ssp5","gfdl-esm4","zoomss",31479789413346496
2043,"ssp5","gfdl-esm4","zoomss",31058542636775200
2044,"ssp5","gfdl-esm4","zoomss",30884814514230544
2045,"ssp5","gfdl-esm4","zoomss",30853797684000972
2046,"ssp5","gfdl-esm4","zoomss",31407926816124764
2047,"ssp5","gfdl-esm4","zoomss",31485514847090852
2048,"ssp5","gfdl-esm4","zoomss",31075615099932456
2049,"ssp5","gfdl-esm4","zoomss",30601057155534852
2050,"ssp5","gfdl-esm4","zoomss",30938327596480224
2051,"ssp5","gfdl-esm4","zoomss",30716228394014120
2052,"ssp5","gfdl-esm4","zoomss",30455964991620036
2053,"ssp5","gfdl-esm4","zoomss",30757013913734108
2054,"ssp5","gfdl-esm4","zoomss",30142950505511940
2055,"ssp5","gfdl-esm4","zoomss",30860510880928100
2056,"ssp5","gfdl-esm4","zoomss",31218730929108804
2057,"ssp5","gfdl-esm4","zoomss",30477915755931636
2058,"ssp5","gfdl-esm4","zoomss",30696859401409820
2059,"ssp5","gfdl-esm4","zoomss",30719813883447112
2060,"ssp5","gfdl-esm4","zoomss",30436711526631252
2061,"ssp5","gfdl-esm4","zoomss",29467706622030800
2062,"ssp5","gfdl-esm4","zoomss",30844343992733628
2063,"ssp5","gfdl-esm4","zoomss",29782223521634988
2064,"ssp5","gfdl-esm4","zoomss",29609452453572368
2065,"ssp5","gfdl-esm4","zoomss",30716187530537224
2066,"ssp5","gfdl-esm4","zoomss",30037150619914896
2067,"ssp5","gfdl-esm4","zoomss",29977422611471248
2068,"ssp5","gfdl-esm4","zoomss",29714816340182784
2069,"ssp5","gfdl-esm4","zoomss",28878140339152224
2070,"ssp5","gfdl-esm4","zoomss",28678270062800248
2071,"ssp5","gfdl-esm4","zoomss",29272958548148232
2072,"ssp5","gfdl-esm4","zoomss",29374260870759232
2073,"ssp5","gfdl-esm4","zoomss",29108476311262460
2074,"ssp5","gfdl-esm4","zoomss",29627184605348984
2075,"ssp5","gfdl-esm4","zoomss",29295760673298176
2076,"ssp5","gfdl-esm4","zoomss",29702965164160980
2077,"ssp5","gfdl-esm4","zoomss",29023884065303048
2078,"ssp5","gfdl-esm4","zoomss",28858185359703860
2079,"ssp5","gfdl-esm4","zoomss",29499128242111256
2080,"ssp5","gfdl-esm4","zoomss",29189455141371396
2081,"ssp5","gfdl-esm4","zoomss",28637106964469960
2082,"ssp5","gfdl-esm4","zoomss",28500269085115908
2083,"ssp5","gfdl-esm4","zoomss",28492722926996756
2084,"ssp5","gfdl-esm4","zoomss",28888996348117968
2085,"ssp5","gfdl-esm4","zoomss",28278586046230112
2086,"ssp5","gfdl-esm4","zoomss",28357152746640452
2087,"ssp5","gfdl-esm4","zoomss",28825602179175244
2088,"ssp5","gfdl-esm4","zoomss",27821361223271528
2089,"ssp5","gfdl-esm4","zoomss",27345742606547448
2090,"ssp5","gfdl-esm4","zoomss",28462657381053716
2091,"ssp5","gfdl-esm4","zoomss",28317513899795464
2092,"ssp5","gfdl-esm4","zoomss",28460210602870868
2093,"ssp5","gfdl-esm4","zoomss",28784944740564936
2094,"ssp5","gfdl-esm4","zoomss",28330202494849008
2095,"ssp5","gfdl-esm4","zoomss",27444354923095888
2096,"ssp5","gfdl-esm4","zoomss",27877109439081200
2097,"ssp5","gfdl-esm4","zoomss",28251883645937596
2098,"ssp5","gfdl-esm4","zoomss",28076504917488768
2099,"ssp5","gfdl-esm4","zoomss",27523718856418564
2100,"ssp5","gfdl-esm4","zoomss",27350603270077716
1950,"historical","ipsl-cm6a-lr","zoomss",19278042090917528
1951,"historical","ipsl-cm6a-lr","zoomss",19279197424788192
1952,"historical","ipsl-cm6a-lr","zoomss",19253946097220364
1953,"historical","ipsl-cm6a-lr","zoomss",19030774477758400
1954,"historical","ipsl-cm6a-lr","zoomss",19540455213906348
1955,"historical","ipsl-cm6a-lr","zoomss",19130232124415164
1956,"historical","ipsl-cm6a-lr","zoomss",19337544085564652
1957,"historical","ipsl-cm6a-lr","zoomss",18980440209391848
1958,"historical","ipsl-cm6a-lr","zoomss",19540217547961732
1959,"historical","ipsl-cm6a-lr","zoomss",19172171630540980
1960,"historical","ipsl-cm6a-lr","zoomss",19175152911406232
1961,"historical","ipsl-cm6a-lr","zoomss",18960318219326360
1962,"historical","ipsl-cm6a-lr","zoomss",19130585457561728
1963,"historical","ipsl-cm6a-lr","zoomss",19538253953792484
1964,"historical","ipsl-cm6a-lr","zoomss",19281222334262704
1965,"historical","ipsl-cm6a-lr","zoomss",19501309725802068
1966,"historical","ipsl-cm6a-lr","zoomss",19339349938010220
1967,"historical","ipsl-cm6a-lr","zoomss",19923286332672212
1968,"historical","ipsl-cm6a-lr","zoomss",19373336400891552
1969,"historical","ipsl-cm6a-lr","zoomss",19528111332896120
1970,"historical","ipsl-cm6a-lr","zoomss",19436304381825364
1971,"historical","ipsl-cm6a-lr","zoomss",19440657964303144
1972,"historical","ipsl-cm6a-lr","zoomss",19334626991929596
1973,"historical","ipsl-cm6a-lr","zoomss",19152572853935428
1974,"historical","ipsl-cm6a-lr","zoomss",19518481992187180
1975,"historical","ipsl-cm6a-lr","zoomss",19025217852008924
1976,"historical","ipsl-cm6a-lr","zoomss",19598721317654568
1977,"historical","ipsl-cm6a-lr","zoomss",19419474467054488
1978,"historical","ipsl-cm6a-lr","zoomss",19730031597088588
1979,"historical","ipsl-cm6a-lr","zoomss",19583204409509792
1980,"historical","ipsl-cm6a-lr","zoomss",19321269188714260
1981,"historical","ipsl-cm6a-lr","zoomss",19265853839643808
1982,"historical","ipsl-cm6a-lr","zoomss",19602498951856772
1983,"historical","ipsl-cm6a-lr","zoomss",19435593632321568
1984,"historical","ipsl-cm6a-lr","zoomss",20202340478651936
1985,"historical","ipsl-cm6a-lr","zoomss",20003369184478696
1986,"historical","ipsl-cm6a-lr","zoomss",19643826177061460
1987,"historical","ipsl-cm6a-lr","zoomss",19727603607136528
1988,"historical","ipsl-cm6a-lr","zoomss",19484915350057400
1989,"historical","ipsl-cm6a-lr","zoomss",19356453184095784
1990,"historical","ipsl-cm6a-lr","zoomss",19624772119624024
1991,"historical","ipsl-cm6a-lr","zoomss",19125114681378456
1992,"historical","ipsl-cm6a-lr","zoomss",19277673651403140
1993,"historical","ipsl-cm6a-lr","zoomss",19541918422718724
1994,"historical","ipsl-cm6a-lr","zoomss",19730023397095944
1995,"historical","ipsl-cm6a-lr","zoomss",19441615124742316
1996,"historical","ipsl-cm6a-lr","zoomss",19050157327907608
1997,"historical","ipsl-cm6a-lr","zoomss",19541334847566724
1998,"historical","ipsl-cm6a-lr","zoomss",19345445295194884
1999,"historical","ipsl-cm6a-lr","zoomss",19301553876741908
2000,"historical","ipsl-cm6a-lr","zoomss",19036797686358104
2001,"historical","ipsl-cm6a-lr","zoomss",19351053821034588
2002,"historical","ipsl-cm6a-lr","zoomss",19231310245383856
2003,"historical","ipsl-cm6a-lr","zoomss",19468127566868336
2004,"historical","ipsl-cm6a-lr","zoomss",19019203756848792
2005,"historical","ipsl-cm6a-lr","zoomss",18917315063309808
2006,"historical","ipsl-cm6a-lr","zoomss",19207937131002136
2007,"historical","ipsl-cm6a-lr","zoomss",19609576115398560
2008,"historical","ipsl-cm6a-lr","zoomss",19529012751345920
2009,"historical","ipsl-cm6a-lr","zoomss",19278946873972180
2010,"historical","ipsl-cm6a-lr","zoomss",19397581704392288
2011,"historical","ipsl-cm6a-lr","zoomss",19382858553296860
2012,"historical","ipsl-cm6a-lr","zoomss",19098996940480768
2013,"historical","ipsl-cm6a-lr","zoomss",19226631042950604
2014,"historical","ipsl-cm6a-lr","zoomss",19167404191615468
2015,"ssp1","ipsl-cm6a-lr","zoomss",19413451967623440
2016,"ssp1","ipsl-cm6a-lr","zoomss",18895052548925660
2017,"ssp1","ipsl-cm6a-lr","zoomss",18860575909669200
2018,"ssp1","ipsl-cm6a-lr","zoomss",18533015354508144
2019,"ssp1","ipsl-cm6a-lr","zoomss",18918629804874384
2020,"ssp1","ipsl-cm6a-lr","zoomss",18999463292861984
2021,"ssp1","ipsl-cm6a-lr","zoomss",18928551782208556
2022,"ssp1","ipsl-cm6a-lr","zoomss",18830093850775296
2023,"ssp1","ipsl-cm6a-lr","zoomss",18601222488482200
2024,"ssp1","ipsl-cm6a-lr","zoomss",18334903816383452
2025,"ssp1","ipsl-cm6a-lr","zoomss",18626427862237440
2026,"ssp1","ipsl-cm6a-lr","zoomss",18909768892741420
2027,"ssp1","ipsl-cm6a-lr","zoomss",18772803768714072
2028,"ssp1","ipsl-cm6a-lr","zoomss",18944670160920188
2029,"ssp1","ipsl-cm6a-lr","zoomss",18959728948888080
2030,"ssp1","ipsl-cm6a-lr","zoomss",18787306747916680
2031,"ssp1","ipsl-cm6a-lr","zoomss",19003921916035636
2032,"ssp1","ipsl-cm6a-lr","zoomss",18622726418460516
2033,"ssp1","ipsl-cm6a-lr","zoomss",18482306861880200
2034,"ssp1","ipsl-cm6a-lr","zoomss",18831610592299972
2035,"ssp1","ipsl-cm6a-lr","zoomss",18963880715980564
2036,"ssp1","ipsl-cm6a-lr","zoomss",18685426025636164
2037,"ssp1","ipsl-cm6a-lr","zoomss",18748999823068092
2038,"ssp1","ipsl-cm6a-lr","zoomss",18560690576651460
