"climate_model","impact_model","forcing","time","damage"
"ipsl-cm6a-lr","apecosm","historical",1951,21695894996806.9
"ipsl-cm6a-lr","apecosm","historical",1952,-3464200788264.88
"ipsl-cm6a-lr","apecosm","historical",1953,-8364272573907.12
"ipsl-cm6a-lr","apecosm","historical",1954,2688874536070.62
"ipsl-cm6a-lr","apecosm","historical",1955,10506181704458.6
"ipsl-cm6a-lr","apecosm","historical",1956,-6898666046375.5
"ipsl-cm6a-lr","apecosm","historical",1957,-12773938067063.1
"ipsl-cm6a-lr","apecosm","historical",1958,-15636686262191
"ipsl-cm6a-lr","apecosm","historical",1959,5420545528785.88
"ipsl-cm6a-lr","apecosm","historical",1960,-593122711660.25
"ipsl-cm6a-lr","apecosm","historical",1961,-6338531745749.38
"ipsl-cm6a-lr","apecosm","historical",1962,-10627711893960.9
"ipsl-cm6a-lr","apecosm","historical",1963,-15617273167359.2
"ipsl-cm6a-lr","apecosm","historical",1964,5932917652854.5
"ipsl-cm6a-lr","apecosm","historical",1965,-2873436670489.38
"ipsl-cm6a-lr","apecosm","historical",1966,-1118594771584.88
"ipsl-cm6a-lr","apecosm","historical",1967,485801266491.875
"ipsl-cm6a-lr","apecosm","historical",1968,8134613862050.25
"ipsl-cm6a-lr","apecosm","historical",1969,2029627890052.38
"ipsl-cm6a-lr","apecosm","historical",1970,9826294860350
"ipsl-cm6a-lr","apecosm","historical",1971,12198997090067.8
"ipsl-cm6a-lr","apecosm","historical",1972,8463333140445.38
"ipsl-cm6a-lr","apecosm","historical",1973,-8935085626894.5
"ipsl-cm6a-lr","apecosm","historical",1974,-5886818171002.88
"ipsl-cm6a-lr","apecosm","historical",1975,14748009928948.1
"ipsl-cm6a-lr","apecosm","historical",1976,-1272312742235.88
"ipsl-cm6a-lr","apecosm","historical",1977,-11076046799246.4
"ipsl-cm6a-lr","apecosm","historical",1978,2214866342213.75
"ipsl-cm6a-lr","apecosm","historical",1979,11996297663712.8
"ipsl-cm6a-lr","apecosm","historical",1980,9044509180048.5
"ipsl-cm6a-lr","apecosm","historical",1981,-6519196348291.62
"ipsl-cm6a-lr","apecosm","historical",1982,-9020775798132
"ipsl-cm6a-lr","apecosm","historical",1983,13262185524466.4
"ipsl-cm6a-lr","apecosm","historical",1984,20374389418733.1
"ipsl-cm6a-lr","apecosm","historical",1985,50107280284471
"ipsl-cm6a-lr","apecosm","historical",1986,70610701040269.9
"ipsl-cm6a-lr","apecosm","historical",1987,38415981604811.2
"ipsl-cm6a-lr","apecosm","historical",1988,19054034581133.1
"ipsl-cm6a-lr","apecosm","historical",1989,-2477876311772.5
"ipsl-cm6a-lr","apecosm","historical",1990,-7838008666037
"ipsl-cm6a-lr","apecosm","historical",1991,6579496805604
"ipsl-cm6a-lr","apecosm","historical",1992,6135226713033.88
"ipsl-cm6a-lr","apecosm","historical",1993,7811366761418.25
"ipsl-cm6a-lr","apecosm","historical",1994,10780081590405.9
"ipsl-cm6a-lr","apecosm","historical",1995,13981146640003.1
"ipsl-cm6a-lr","apecosm","historical",1996,8664434126722.38
"ipsl-cm6a-lr","apecosm","historical",1997,-9576182080084.12
"ipsl-cm6a-lr","apecosm","historical",1998,5503002168957.75
"ipsl-cm6a-lr","apecosm","historical",1999,14411452049180.1
"ipsl-cm6a-lr","apecosm","historical",2000,-7925066049282.88
"ipsl-cm6a-lr","apecosm","historical",2001,-16672538875232.4
"ipsl-cm6a-lr","apecosm","historical",2002,-2399183495210.75
"ipsl-cm6a-lr","apecosm","historical",2003,4713000691647.88
"ipsl-cm6a-lr","apecosm","historical",2004,13120643612008.1
"ipsl-cm6a-lr","apecosm","historical",2005,1471422277384.38
"ipsl-cm6a-lr","apecosm","historical",2006,-34664826152709.6
"ipsl-cm6a-lr","apecosm","historical",2007,-16686884819172.8
"ipsl-cm6a-lr","apecosm","historical",2008,16072365384072.1
"ipsl-cm6a-lr","apecosm","historical",2009,10085565900068.8
"ipsl-cm6a-lr","apecosm","historical",2010,-9935172262953.75
"ipsl-cm6a-lr","apecosm","historical",2011,-1585863870375.62
"ipsl-cm6a-lr","apecosm","historical",2012,8483723299648.88
"ipsl-cm6a-lr","apecosm","historical",2013,-3156869709778.38
"ipsl-cm6a-lr","apecosm","historical",2014,6095831165106.88
"ipsl-cm6a-lr","apecosm","ssp1",2015,26913934084757.6
"ipsl-cm6a-lr","apecosm","ssp1",2016,26038395572628.1
"ipsl-cm6a-lr","apecosm","ssp1",2017,-5909451136248.12
"ipsl-cm6a-lr","apecosm","ssp1",2018,-15261839068794.1
"ipsl-cm6a-lr","apecosm","ssp1",2019,-16433970177643.8
"ipsl-cm6a-lr","apecosm","ssp1",2020,-15326063821050.6
"ipsl-cm6a-lr","apecosm","ssp1",2021,-19689660355480.6
"ipsl-cm6a-lr","apecosm","ssp1",2022,-23614049004885.1
"ipsl-cm6a-lr","apecosm","ssp1",2023,-18777529459769.4
"ipsl-cm6a-lr","apecosm","ssp1",2024,-32474613208450.6
"ipsl-cm6a-lr","apecosm","ssp1",2025,-44498646575542.6
"ipsl-cm6a-lr","apecosm","ssp1",2026,-41383119419760.5
"ipsl-cm6a-lr","apecosm","ssp1",2027,-23548882404663.1
"ipsl-cm6a-lr","apecosm","ssp1",2028,-17558373860237.6
"ipsl-cm6a-lr","apecosm","ssp1",2029,-31149683702661.9
"ipsl-cm6a-lr","apecosm","ssp1",2030,-21622503047814.5
"ipsl-cm6a-lr","apecosm","ssp1",2031,-23837917961966.8
"ipsl-cm6a-lr","apecosm","ssp1",2032,-27274085404185.4
"ipsl-cm6a-lr","apecosm","ssp1",2033,-38355668563938.9
"ipsl-cm6a-lr","apecosm","ssp1",2034,-46626612912442.1
"ipsl-cm6a-lr","apecosm","ssp1",2035,-30410173536053.1
"ipsl-cm6a-lr","apecosm","ssp1",2036,-21152056318101.5
"ipsl-cm6a-lr","apecosm","ssp1",2037,-32095668865635.8
"ipsl-cm6a-lr","apecosm","ssp1",2038,-46923386239437.5
"ipsl-cm6a-lr","apecosm","ssp1",2039,-44200522589307.8
"ipsl-cm6a-lr","apecosm","ssp1",2040,-34491252351723
"ipsl-cm6a-lr","apecosm","ssp1",2041,-30689161930491.5
"ipsl-cm6a-lr","apecosm","ssp1",2042,-45484672326150.1
"ipsl-cm6a-lr","apecosm","ssp1",2043,-30346116409968.9
"ipsl-cm6a-lr","apecosm","ssp1",2044,-21556076081060.4
"ipsl-cm6a-lr","apecosm","ssp1",2045,-37412696922372.2
"ipsl-cm6a-lr","apecosm","ssp1",2046,-27008717585148.8
"ipsl-cm6a-lr","apecosm","ssp1",2047,-24185904481433.9
"ipsl-cm6a-lr","apecosm","ssp1",2048,-39068240125112.5
"ipsl-cm6a-lr","apecosm","ssp1",2049,-41787867545941.4
"ipsl-cm6a-lr","apecosm","ssp1",2050,-32294432175338.4
"ipsl-cm6a-lr","apecosm","ssp1",2051,-42953296096207.1
"ipsl-cm6a-lr","apecosm","ssp1",2052,-33167645516078.1
"ipsl-cm6a-lr","apecosm","ssp1",2053,-28866809277063
"ipsl-cm6a-lr","apecosm","ssp1",2054,-21642505708284.2
"ipsl-cm6a-lr","apecosm","ssp1",2055,-11777108013964.2
"ipsl-cm6a-lr","apecosm","ssp1",2056,-33895741502593.9
"ipsl-cm6a-lr","apecosm","ssp1",2057,-36832352871857.9
"ipsl-cm6a-lr","apecosm","ssp1",2058,-34973334604458
"ipsl-cm6a-lr","apecosm","ssp1",2059,-59487615452962
"ipsl-cm6a-lr","apecosm","ssp1",2060,-53946135762333.1
"ipsl-cm6a-lr","apecosm","ssp1",2061,-28815768797167.1
"ipsl-cm6a-lr","apecosm","ssp1",2062,-32990834928374.8
"ipsl-cm6a-lr","apecosm","ssp1",2063,-44284190655138.5
"ipsl-cm6a-lr","apecosm","ssp1",2064,-41432761865268.8
"ipsl-cm6a-lr","apecosm","ssp1",2065,-39848139741532.9
"ipsl-cm6a-lr","apecosm","ssp1",2066,-53113079826930.9
"ipsl-cm6a-lr","apecosm","ssp1",2067,-37215917849168.5
"ipsl-cm6a-lr","apecosm","ssp1",2068,-45296829322152.8
"ipsl-cm6a-lr","apecosm","ssp1",2069,-39318576499472.4
"ipsl-cm6a-lr","apecosm","ssp1",2070,-45468448913848.2
"ipsl-cm6a-lr","apecosm","ssp1",2071,-53381177457159.5
"ipsl-cm6a-lr","apecosm","ssp1",2072,-39652761361346.9
"ipsl-cm6a-lr","apecosm","ssp1",2073,-28933035727307.9
"ipsl-cm6a-lr","apecosm","ssp1",2074,-32766987386635.6
"ipsl-cm6a-lr","apecosm","ssp1",2075,-31070351856321.2
"ipsl-cm6a-lr","apecosm","ssp1",2076,-44632387904591.2
"ipsl-cm6a-lr","apecosm","ssp1",2077,-57999117024300.9
"ipsl-cm6a-lr","apecosm","ssp1",2078,-51999335558434.2
"ipsl-cm6a-lr","apecosm","ssp1",2079,-24755049364059.4
"ipsl-cm6a-lr","apecosm","ssp1",2080,-37496945941090.6
"ipsl-cm6a-lr","apecosm","ssp1",2081,-50152412677701
"ipsl-cm6a-lr","apecosm","ssp1",2082,-41571480111475.6
"ipsl-cm6a-lr","apecosm","ssp1",2083,-59215132540499.8
"ipsl-cm6a-lr","apecosm","ssp1",2084,-67311969355775.2
"ipsl-cm6a-lr","apecosm","ssp1",2085,-66784015053702.8
"ipsl-cm6a-lr","apecosm","ssp1",2086,-48148263756819.9
"ipsl-cm6a-lr","apecosm","ssp1",2087,-32991302772522.9
"ipsl-cm6a-lr","apecosm","ssp1",2088,-52049656975738.1
"ipsl-cm6a-lr","apecosm","ssp1",2089,-43441802100533.6
"ipsl-cm6a-lr","apecosm","ssp1",2090,-27455765794451.2
"ipsl-cm6a-lr","apecosm","ssp1",2091,-30033706443172.2
"ipsl-cm6a-lr","apecosm","ssp1",2092,-23110875539910.4
"ipsl-cm6a-lr","apecosm","ssp1",2093,-32972377294104.5
"ipsl-cm6a-lr","apecosm","ssp1",2094,-49394262765933.1
"ipsl-cm6a-lr","apecosm","ssp1",2095,-39381137756674.1
"ipsl-cm6a-lr","apecosm","ssp1",2096,-22659694946796.9
"ipsl-cm6a-lr","apecosm","ssp1",2097,-14986264614644.4
"ipsl-cm6a-lr","apecosm","ssp1",2098,-31936160988092.1
"ipsl-cm6a-lr","apecosm","ssp1",2099,-56802960249046.4
"ipsl-cm6a-lr","apecosm","ssp1",2100,-52512332241473.4
"ipsl-cm6a-lr","apecosm","ssp5",2015,25219776510589
"ipsl-cm6a-lr","apecosm","ssp5",2016,12276799187087.1
"ipsl-cm6a-lr","apecosm","ssp5",2017,-21153254659395.8
"ipsl-cm6a-lr","apecosm","ssp5",2018,-25604123184984.6
"ipsl-cm6a-lr","apecosm","ssp5",2019,-19433640646401.4
"ipsl-cm6a-lr","apecosm","ssp5",2020,-9096210482258.88
"ipsl-cm6a-lr","apecosm","ssp5",2021,-8896813472968.62
"ipsl-cm6a-lr","apecosm","ssp5",2022,-19988374586828.8
"ipsl-cm6a-lr","apecosm","ssp5",2023,-6223909896028
"ipsl-cm6a-lr","apecosm","ssp5",2024,4457002138501.12
"ipsl-cm6a-lr","apecosm","ssp5",2025,-11303710144815.1
"ipsl-cm6a-lr","apecosm","ssp5",2026,-10442505649774.6
"ipsl-cm6a-lr","apecosm","ssp5",2027,-6819198303870
"ipsl-cm6a-lr","apecosm","ssp5",2028,-15192925841406.4
"ipsl-cm6a-lr","apecosm","ssp5",2029,-37757867815231.6
"ipsl-cm6a-lr","apecosm","ssp5",2030,-56548898474709.9
"ipsl-cm6a-lr","apecosm","ssp5",2031,-46967224272248.4
"ipsl-cm6a-lr","apecosm","ssp5",2032,-36702754006198.1
"ipsl-cm6a-lr","apecosm","ssp5",2033,-32520379157158.5
"ipsl-cm6a-lr","apecosm","ssp5",2034,-20511496131991.5
"ipsl-cm6a-lr","apecosm","ssp5",2035,-22737129656048.9
"ipsl-cm6a-lr","apecosm","ssp5",2036,-27035775759764.4
"ipsl-cm6a-lr","apecosm","ssp5",2037,-27904575366575.6
"ipsl-cm6a-lr","apecosm","ssp5",2038,-25594514750676.5
"ipsl-cm6a-lr","apecosm","ssp5",2039,-46429166906635.1
"ipsl-cm6a-lr","apecosm","ssp5",2040,-44086243243894.4
"ipsl-cm6a-lr","apecosm","ssp5",2041,-40785016635964.5
"ipsl-cm6a-lr","apecosm","ssp5",2042,-38918817141317.2
"ipsl-cm6a-lr","apecosm","ssp5",2043,-42824089126571.4
"ipsl-cm6a-lr","apecosm","ssp5",2044,-65208187809177.4
"ipsl-cm6a-lr","apecosm","ssp5",2045,-65147631421450.9
"ipsl-cm6a-lr","apecosm","ssp5",2046,-50122000400898.4
"ipsl-cm6a-lr","apecosm","ssp5",2047,-48729753756989.2
"ipsl-cm6a-lr","apecosm","ssp5",2048,-71075823510906.8
"ipsl-cm6a-lr","apecosm","ssp5",2049,-65195889198237.4
"ipsl-cm6a-lr","apecosm","ssp5",2050,-43087603043576.9
"ipsl-cm6a-lr","apecosm","ssp5",2051,-48338819949077
"ipsl-cm6a-lr","apecosm","ssp5",2052,-69129313249878
"ipsl-cm6a-lr","apecosm","ssp5",2053,-74621578875180.2
"ipsl-cm6a-lr","apecosm","ssp5",2054,-64917195557416.5
"ipsl-cm6a-lr","apecosm","ssp5",2055,-51445412858244.2
"ipsl-cm6a-lr","apecosm","ssp5",2056,-66103113919154.5
"ipsl-cm6a-lr","apecosm","ssp5",2057,-75029195059684.6
"ipsl-cm6a-lr","apecosm","ssp5",2058,-67261211957056.1
"ipsl-cm6a-lr","apecosm","ssp5",2059,-53839754096307.9
"ipsl-cm6a-lr","apecosm","ssp5",2060,-59032827341902.8
"ipsl-cm6a-lr","apecosm","ssp5",2061,-63795029335066.4
"ipsl-cm6a-lr","apecosm","ssp5",2062,-47869391851963.9
"ipsl-cm6a-lr","apecosm","ssp5",2063,-51062026000125
"ipsl-cm6a-lr","apecosm","ssp5",2064,-68629849243324.6
"ipsl-cm6a-lr","apecosm","ssp5",2065,-72713965508340.2
"ipsl-cm6a-lr","apecosm","ssp5",2066,-86827071978946.9
"ipsl-cm6a-lr","apecosm","ssp5",2067,-101199209827825
"ipsl-cm6a-lr","apecosm","ssp5",2068,-84343117054925.9
"ipsl-cm6a-lr","apecosm","ssp5",2069,-93220387402082
"ipsl-cm6a-lr","apecosm","ssp5",2070,-89047352058131.9
"ipsl-cm6a-lr","apecosm","ssp5",2071,-100919260117354
"ipsl-cm6a-lr","apecosm","ssp5",2072,-98488522793628.1
"ipsl-cm6a-lr","apecosm","ssp5",2073,-90523927861352.9
"ipsl-cm6a-lr","apecosm","ssp5",2074,-90979773696487.1
"ipsl-cm6a-lr","apecosm","ssp5",2075,-78712186198716.6
"ipsl-cm6a-lr","apecosm","ssp5",2076,-87676972313005
"ipsl-cm6a-lr","apecosm","ssp5",2077,-88951371584793.9
"ipsl-cm6a-lr","apecosm","ssp5",2078,-91644993155702.6
"ipsl-cm6a-lr","apecosm","ssp5",2079,-97811028255052.1
"ipsl-cm6a-lr","apecosm","ssp5",2080,-108658459645420
"ipsl-cm6a-lr","apecosm","ssp5",2081,-115437958429176
"ipsl-cm6a-lr","apecosm","ssp5",2082,-109991195752168
"ipsl-cm6a-lr","apecosm","ssp5",2083,-96852470322290.9
"ipsl-cm6a-lr","apecosm","ssp5",2084,-114452472611408
"ipsl-cm6a-lr","apecosm","ssp5",2085,-117769489313742
"ipsl-cm6a-lr","apecosm","ssp5",2086,-112037782405668
"ipsl-cm6a-lr","apecosm","ssp5",2087,-127708566050137
"ipsl-cm6a-lr","apecosm","ssp5",2088,-128145134959643
"ipsl-cm6a-lr","apecosm","ssp5",2089,-126198999573350
"ipsl-cm6a-lr","apecosm","ssp5",2090,-132523518729490
"ipsl-cm6a-lr","apecosm","ssp5",2091,-132123998255260
"ipsl-cm6a-lr","apecosm","ssp5",2092,-130891778366470
"ipsl-cm6a-lr","apecosm","ssp5",2093,-126705700384701
"ipsl-cm6a-lr","apecosm","ssp5",2094,-115515739682400
"ipsl-cm6a-lr","apecosm","ssp5",2095,-117921467505360
"ipsl-cm6a-lr","apecosm","ssp5",2096,-129045520714159
"ipsl-cm6a-lr","apecosm","ssp5",2097,-124360123229892
"ipsl-cm6a-lr","apecosm","ssp5",2098,-123739092753540
"ipsl-cm6a-lr","apecosm","ssp5",2099,-134137961854113
"ipsl-cm6a-lr","apecosm","ssp5",2100,-129979902522121
"ipsl-cm6a-lr","boats","historical",1950,182289425250644
"ipsl-cm6a-lr","boats","historical",1951,147139895278636
"ipsl-cm6a-lr","boats","historical",1952,103967971326322
"ipsl-cm6a-lr","boats","historical",1953,104176630527058
"ipsl-cm6a-lr","boats","historical",1954,141091504601990
"ipsl-cm6a-lr","boats","historical",1955,106805107984460
"ipsl-cm6a-lr","boats","historical",1956,80400239368050
"ipsl-cm6a-lr","boats","historical",1957,54813624263108.5
"ipsl-cm6a-lr","boats","historical",1958,29872709894216
"ipsl-cm6a-lr","boats","historical",1959,67007402711847
"ipsl-cm6a-lr","boats","historical",1960,59923133464297
"ipsl-cm6a-lr","boats","historical",1961,52582588886286.5
"ipsl-cm6a-lr","boats","historical",1962,-1871644987488
"ipsl-cm6a-lr","boats","historical",1963,14013680466084.5
"ipsl-cm6a-lr","boats","historical",1964,30554398686643
"ipsl-cm6a-lr","boats","historical",1965,11875168841931
"ipsl-cm6a-lr","boats","historical",1966,36828191134003
"ipsl-cm6a-lr","boats","historical",1967,33558726809895.5
"ipsl-cm6a-lr","boats","historical",1968,46145380928465.5
"ipsl-cm6a-lr","boats","historical",1969,34100002793910.5
"ipsl-cm6a-lr","boats","historical",1970,77137634661776
"ipsl-cm6a-lr","boats","historical",1971,80406022689691.5
"ipsl-cm6a-lr","boats","historical",1972,52686560807156.5
"ipsl-cm6a-lr","boats","historical",1973,25234156334461
"ipsl-cm6a-lr","boats","historical",1974,70263396370161
"ipsl-cm6a-lr","boats","historical",1975,67697752661900.5
"ipsl-cm6a-lr","boats","historical",1976,34362768014970.5
"ipsl-cm6a-lr","boats","historical",1977,48696771455174.5
"ipsl-cm6a-lr","boats","historical",1978,69571026141568.5
"ipsl-cm6a-lr","boats","historical",1979,74710663001048.5
"ipsl-cm6a-lr","boats","historical",1980,38858055889143.5
"ipsl-cm6a-lr","boats","historical",1981,-138741087247
"ipsl-cm6a-lr","boats","historical",1982,49336798605748
"ipsl-cm6a-lr","boats","historical",1983,80648076007540.5
"ipsl-cm6a-lr","boats","historical",1984,102926018608001
"ipsl-cm6a-lr","boats","historical",1985,185465038095774
"ipsl-cm6a-lr","boats","historical",1986,184261935546956
"ipsl-cm6a-lr","boats","historical",1987,128947612539354
"ipsl-cm6a-lr","boats","historical",1988,102776873774881
"ipsl-cm6a-lr","boats","historical",1989,20259082775803
"ipsl-cm6a-lr","boats","historical",1990,62675911318788
"ipsl-cm6a-lr","boats","historical",1991,79135429398651
"ipsl-cm6a-lr","boats","historical",1992,67783469579834
"ipsl-cm6a-lr","boats","historical",1993,67962999449494
"ipsl-cm6a-lr","boats","historical",1994,66284836101489
"ipsl-cm6a-lr","boats","historical",1995,65883600430420.5
"ipsl-cm6a-lr","boats","historical",1996,39053956281268.5
"ipsl-cm6a-lr","boats","historical",1997,28791086502955.5
"ipsl-cm6a-lr","boats","historical",1998,60513098619432
"ipsl-cm6a-lr","boats","historical",1999,42635628534701
"ipsl-cm6a-lr","boats","historical",2000,-570088400664
"ipsl-cm6a-lr","boats","historical",2001,11975392251483.5
"ipsl-cm6a-lr","boats","historical",2002,26723988312946
"ipsl-cm6a-lr","boats","historical",2003,41732857628454.5
"ipsl-cm6a-lr","boats","historical",2004,61093129832734.5
"ipsl-cm6a-lr","boats","historical",2005,-8255493168004
"ipsl-cm6a-lr","boats","historical",2006,-55734390837336.5
"ipsl-cm6a-lr","boats","historical",2007,-6927925817305
"ipsl-cm6a-lr","boats","historical",2008,17075165194068
"ipsl-cm6a-lr","boats","historical",2009,-41725235143586
"ipsl-cm6a-lr","boats","historical",2010,-89185374466577.5
"ipsl-cm6a-lr","boats","historical",2011,-39435863079113.5
"ipsl-cm6a-lr","boats","historical",2012,-59692479794553
"ipsl-cm6a-lr","boats","historical",2013,-71386122671912
"ipsl-cm6a-lr","boats","historical",2014,-22564930209411
"ipsl-cm6a-lr","boats","ssp1",2015,16283485459102.5
"ipsl-cm6a-lr","boats","ssp1",2016,-12536572088101
"ipsl-cm6a-lr","boats","ssp1",2017,-57126124241852.5
"ipsl-cm6a-lr","boats","ssp1",2018,-75533772554415
"ipsl-cm6a-lr","boats","ssp1",2019,-57295203094455
"ipsl-cm6a-lr","boats","ssp1",2020,-58008379980611.5
"ipsl-cm6a-lr","boats","ssp1",2021,-82452851493597
"ipsl-cm6a-lr","boats","ssp1",2022,-80512778775542.5
"ipsl-cm6a-lr","boats","ssp1",2023,-92729058605678.5
"ipsl-cm6a-lr","boats","ssp1",2024,-135441934884084
"ipsl-cm6a-lr","boats","ssp1",2025,-145192638501702
"ipsl-cm6a-lr","boats","ssp1",2026,-127222806217170
"ipsl-cm6a-lr","boats","ssp1",2027,-101656083695751
"ipsl-cm6a-lr","boats","ssp1",2028,-127199354905524
"ipsl-cm6a-lr","boats","ssp1",2029,-135012902122008
"ipsl-cm6a-lr","boats","ssp1",2030,-139834123375259
"ipsl-cm6a-lr","boats","ssp1",2031,-163265231509817
"ipsl-cm6a-lr","boats","ssp1",2032,-167672333865501
"ipsl-cm6a-lr","boats","ssp1",2033,-202437830157707
"ipsl-cm6a-lr","boats","ssp1",2034,-195839181651626
"ipsl-cm6a-lr","boats","ssp1",2035,-173461460474360
"ipsl-cm6a-lr","boats","ssp1",2036,-165261875145144
"ipsl-cm6a-lr","boats","ssp1",2037,-204126725309070
"ipsl-cm6a-lr","boats","ssp1",2038,-236214284045176
"ipsl-cm6a-lr","boats","ssp1",2039,-227087861593626
"ipsl-cm6a-lr","boats","ssp1",2040,-200707289825382
"ipsl-cm6a-lr","boats","ssp1",2041,-221415660482419
"ipsl-cm6a-lr","boats","ssp1",2042,-245144283895846
"ipsl-cm6a-lr","boats","ssp1",2043,-205369652548626
"ipsl-cm6a-lr","boats","ssp1",2044,-227888931719372
"ipsl-cm6a-lr","boats","ssp1",2045,-227958289767926
"ipsl-cm6a-lr","boats","ssp1",2046,-196494198720320
"ipsl-cm6a-lr","boats","ssp1",2047,-207107936525721
"ipsl-cm6a-lr","boats","ssp1",2048,-241930216154250
"ipsl-cm6a-lr","boats","ssp1",2049,-236190385999525
"ipsl-cm6a-lr","boats","ssp1",2050,-249496980425528
"ipsl-cm6a-lr","boats","ssp1",2051,-292053204689193
"ipsl-cm6a-lr","boats","ssp1",2052,-252522772145928
"ipsl-cm6a-lr","boats","ssp1",2053,-255745758216276
"ipsl-cm6a-lr","boats","ssp1",2054,-230135882808307
"ipsl-cm6a-lr","boats","ssp1",2055,-238449241797566
"ipsl-cm6a-lr","boats","ssp1",2056,-280684853077256
"ipsl-cm6a-lr","boats","ssp1",2057,-268084755709241
"ipsl-cm6a-lr","boats","ssp1",2058,-286749336690422
"ipsl-cm6a-lr","boats","ssp1",2059,-310171403723128
"ipsl-cm6a-lr","boats","ssp1",2060,-274455286347132
"ipsl-cm6a-lr","boats","ssp1",2061,-255290501909686
"ipsl-cm6a-lr","boats","ssp1",2062,-284129158639885
"ipsl-cm6a-lr","boats","ssp1",2063,-289711227185580
"ipsl-cm6a-lr","boats","ssp1",2064,-286624297022755
"ipsl-cm6a-lr","boats","ssp1",2065,-289893653402824
"ipsl-cm6a-lr","boats","ssp1",2066,-294553225636318
"ipsl-cm6a-lr","boats","ssp1",2067,-272694904237510
"ipsl-cm6a-lr","boats","ssp1",2068,-289732829709529
"ipsl-cm6a-lr","boats","ssp1",2069,-283846657528950
"ipsl-cm6a-lr","boats","ssp1",2070,-323259339148624
"ipsl-cm6a-lr","boats","ssp1",2071,-326158850112460
"ipsl-cm6a-lr","boats","ssp1",2072,-284436924261908
"ipsl-cm6a-lr","boats","ssp1",2073,-286108839347344
"ipsl-cm6a-lr","boats","ssp1",2074,-285878197891746
"ipsl-cm6a-lr","boats","ssp1",2075,-281657112120358
"ipsl-cm6a-lr","boats","ssp1",2076,-322411677184800
"ipsl-cm6a-lr","boats","ssp1",2077,-341997641555756
"ipsl-cm6a-lr","boats","ssp1",2078,-304423697650580
"ipsl-cm6a-lr","boats","ssp1",2079,-296180592904582
"ipsl-cm6a-lr","boats","ssp1",2080,-342003829484894
"ipsl-cm6a-lr","boats","ssp1",2081,-337242730122912
"ipsl-cm6a-lr","boats","ssp1",2082,-339318537465952
"ipsl-cm6a-lr","boats","ssp1",2083,-364110439906921
"ipsl-cm6a-lr","boats","ssp1",2084,-358408467529307
"ipsl-cm6a-lr","boats","ssp1",2085,-340981628053663
"ipsl-cm6a-lr","boats","ssp1",2086,-301741513372817
"ipsl-cm6a-lr","boats","ssp1",2087,-317276006296872
"ipsl-cm6a-lr","boats","ssp1",2088,-358135110954808
"ipsl-cm6a-lr","boats","ssp1",2089,-314121580957336
"ipsl-cm6a-lr","boats","ssp1",2090,-282912220503542
"ipsl-cm6a-lr","boats","ssp1",2091,-270784936670182
"ipsl-cm6a-lr","boats","ssp1",2092,-260578270123156
"ipsl-cm6a-lr","boats","ssp1",2093,-286955039647910
"ipsl-cm6a-lr","boats","ssp1",2094,-300471002953976
"ipsl-cm6a-lr","boats","ssp1",2095,-265008224578918
"ipsl-cm6a-lr","boats","ssp1",2096,-233944596878567
"ipsl-cm6a-lr","boats","ssp1",2097,-220098088671774
"ipsl-cm6a-lr","boats","ssp1",2098,-278735710695938
"ipsl-cm6a-lr","boats","ssp1",2099,-317563492543596
"ipsl-cm6a-lr","boats","ssp1",2100,-301754804837964
"ipsl-cm6a-lr","boats","ssp5",2015,1073030076183.5
"ipsl-cm6a-lr","boats","ssp5",2016,-60199851446391
"ipsl-cm6a-lr","boats","ssp5",2017,-116005226160269
"ipsl-cm6a-lr","boats","ssp5",2018,-111224778070886
"ipsl-cm6a-lr","boats","ssp5",2019,-102263104674670
"ipsl-cm6a-lr","boats","ssp5",2020,-85212344428408
"ipsl-cm6a-lr","boats","ssp5",2021,-120062783725906
"ipsl-cm6a-lr","boats","ssp5",2022,-100145156014048
"ipsl-cm6a-lr","boats","ssp5",2023,-65180623051340
"ipsl-cm6a-lr","boats","ssp5",2024,-62656605180441
"ipsl-cm6a-lr","boats","ssp5",2025,-91179222200819.5
"ipsl-cm6a-lr","boats","ssp5",2026,-85864281015266
"ipsl-cm6a-lr","boats","ssp5",2027,-88797461554021
"ipsl-cm6a-lr","boats","ssp5",2028,-118221621084723
"ipsl-cm6a-lr","boats","ssp5",2029,-174805200651294
"ipsl-cm6a-lr","boats","ssp5",2030,-210698109563368
"ipsl-cm6a-lr","boats","ssp5",2031,-191570979773688
"ipsl-cm6a-lr","boats","ssp5",2032,-176015400839419
"ipsl-cm6a-lr","boats","ssp5",2033,-157267286511300
"ipsl-cm6a-lr","boats","ssp5",2034,-155018055783824
"ipsl-cm6a-lr","boats","ssp5",2035,-143368649554168
"ipsl-cm6a-lr","boats","ssp5",2036,-163020321760988
"ipsl-cm6a-lr","boats","ssp5",2037,-155523697497477
"ipsl-cm6a-lr","boats","ssp5",2038,-197629418982144
"ipsl-cm6a-lr","boats","ssp5",2039,-218091832512292
"ipsl-cm6a-lr","boats","ssp5",2040,-205675309866409
"ipsl-cm6a-lr","boats","ssp5",2041,-223335609305255
"ipsl-cm6a-lr","boats","ssp5",2042,-224164188903358
"ipsl-cm6a-lr","boats","ssp5",2043,-268605247994145
"ipsl-cm6a-lr","boats","ssp5",2044,-314161077525392
"ipsl-cm6a-lr","boats","ssp5",2045,-315052835133376
"ipsl-cm6a-lr","boats","ssp5",2046,-295671355380330
