"climate_model","impact_model","forcing","time","damage"
"gfdl-esm4","macroecological","historical",1959,520100232596016
"gfdl-esm4","macroecological","historical",1960,1178021089276396
"gfdl-esm4","macroecological","historical",1961,9578747574440
"gfdl-esm4","macroecological","historical",1962,487630419554536
"gfdl-esm4","macroecological","historical",1963,1442366734878676
"gfdl-esm4","macroecological","historical",1964,536508792777308
"gfdl-esm4","macroecological","historical",1965,1235996936295188
"gfdl-esm4","macroecological","historical",1966,1397378862945756
"gfdl-esm4","macroecological","historical",1967,988586189568612
"gfdl-esm4","macroecological","historical",1968,311657584033820
"gfdl-esm4","macroecological","historical",1969,1254662202815836
"gfdl-esm4","macroecological","historical",1970,296484338130812
"gfdl-esm4","macroecological","historical",1971,859735021076436
"gfdl-esm4","macroecological","historical",1972,1529306893699872
"gfdl-esm4","macroecological","historical",1973,510980787923968
"gfdl-esm4","macroecological","historical",1974,638210042925168
"gfdl-esm4","macroecological","historical",1975,481441904366016
"gfdl-esm4","macroecological","historical",1976,727139345232300
"gfdl-esm4","macroecological","historical",1977,422168342052960
"gfdl-esm4","macroecological","historical",1978,-435363872690428
"gfdl-esm4","macroecological","historical",1979,469146503676380
"gfdl-esm4","macroecological","historical",1980,633820370143380
"gfdl-esm4","macroecological","historical",1981,-49693390958212
"gfdl-esm4","macroecological","historical",1982,-90822131091488
"gfdl-esm4","macroecological","historical",1983,458742289342460
"gfdl-esm4","macroecological","historical",1984,871793681927088
"gfdl-esm4","macroecological","historical",1985,541283584221724
"gfdl-esm4","macroecological","historical",1986,1212838826707488
"gfdl-esm4","macroecological","historical",1987,839840289731936
"gfdl-esm4","macroecological","historical",1988,992543246159468
"gfdl-esm4","macroecological","historical",1989,348733575493256
"gfdl-esm4","macroecological","historical",1990,377215455469352
"gfdl-esm4","macroecological","historical",1991,67542201617372
"gfdl-esm4","macroecological","historical",1992,192828727813548
"gfdl-esm4","macroecological","historical",1993,897747803955520
"gfdl-esm4","macroecological","historical",1994,-33044534787364
"gfdl-esm4","macroecological","historical",1995,436332770089908
"gfdl-esm4","macroecological","historical",1996,42000307028748
"gfdl-esm4","macroecological","historical",1997,824731044505704
"gfdl-esm4","macroecological","historical",1998,138554694501468
"gfdl-esm4","macroecological","historical",1999,37021857206772
"gfdl-esm4","macroecological","historical",2000,215754076971668
"gfdl-esm4","macroecological","historical",2001,448455927508748
"gfdl-esm4","macroecological","historical",2002,313243893325916
"gfdl-esm4","macroecological","historical",2003,-896830280125144
"gfdl-esm4","macroecological","historical",2004,-230685973368508
"gfdl-esm4","macroecological","historical",2005,-186422988624124
"gfdl-esm4","macroecological","historical",2006,162938467128636
"gfdl-esm4","macroecological","historical",2007,457488276095044
"gfdl-esm4","macroecological","historical",2008,-134464454486932
"gfdl-esm4","macroecological","historical",2009,157196201888028
"gfdl-esm4","macroecological","historical",2010,484168226278980
"gfdl-esm4","macroecological","historical",2011,-559857295226108
"gfdl-esm4","macroecological","historical",2012,-443563865140300
"gfdl-esm4","macroecological","historical",2013,-854455420304132
"gfdl-esm4","macroecological","historical",2014,-411605465254396
"gfdl-esm4","macroecological","ssp1",2015,-387069308483964
"gfdl-esm4","macroecological","ssp1",2016,-695746695114684
"gfdl-esm4","macroecological","ssp1",2017,-1240206558581476
"gfdl-esm4","macroecological","ssp1",2018,-745673226030500
"gfdl-esm4","macroecological","ssp1",2019,-741723971345196
"gfdl-esm4","macroecological","ssp1",2020,-714863215573084
"gfdl-esm4","macroecological","ssp1",2021,-698460542306284
"gfdl-esm4","macroecological","ssp1",2022,-966842648510348
"gfdl-esm4","macroecological","ssp1",2023,-1035766319942204
"gfdl-esm4","macroecological","ssp1",2024,-683190632355504
"gfdl-esm4","macroecological","ssp1",2025,-1536272083842172
"gfdl-esm4","macroecological","ssp1",2026,-962139102591836
"gfdl-esm4","macroecological","ssp1",2027,-871327469594348
"gfdl-esm4","macroecological","ssp1",2028,-971242447908780
"gfdl-esm4","macroecological","ssp1",2029,-952693380793676
"gfdl-esm4","macroecological","ssp1",2030,-1415543718806956
"gfdl-esm4","macroecological","ssp1",2031,-1337623216421172
"gfdl-esm4","macroecological","ssp1",2032,-521684839494384
"gfdl-esm4","macroecological","ssp1",2033,-1035912551133124
"gfdl-esm4","macroecological","ssp1",2034,-1119470036876864
"gfdl-esm4","macroecological","ssp1",2035,-1314547980297308
"gfdl-esm4","macroecological","ssp1",2036,-1392251769500264
"gfdl-esm4","macroecological","ssp1",2037,-1098330605079272
"gfdl-esm4","macroecological","ssp1",2038,-929940940964052
"gfdl-esm4","macroecological","ssp1",2039,-972265031882492
"gfdl-esm4","macroecological","ssp1",2040,-830600863524644
"gfdl-esm4","macroecological","ssp1",2041,-1470255193759936
"gfdl-esm4","macroecological","ssp1",2042,-1314017470599488
"gfdl-esm4","macroecological","ssp1",2043,-1498067610657844
"gfdl-esm4","macroecological","ssp1",2044,-1485241627133120
"gfdl-esm4","macroecological","ssp1",2045,-1745820494568588
"gfdl-esm4","macroecological","ssp1",2046,-1225149276485932
"gfdl-esm4","macroecological","ssp1",2047,-1284076201606936
"gfdl-esm4","macroecological","ssp1",2048,-1366653204867944
"gfdl-esm4","macroecological","ssp1",2049,-1597057981820324
"gfdl-esm4","macroecological","ssp1",2050,-1134588447786572
"gfdl-esm4","macroecological","ssp1",2051,-1777634225875628
"gfdl-esm4","macroecological","ssp1",2052,-764809626004596
"gfdl-esm4","macroecological","ssp1",2053,-916966624149484
"gfdl-esm4","macroecological","ssp1",2054,-1402456569175712
"gfdl-esm4","macroecological","ssp1",2055,-1398828800408528
"gfdl-esm4","macroecological","ssp1",2056,-1427001804895020
"gfdl-esm4","macroecological","ssp1",2057,-1319165147453860
"gfdl-esm4","macroecological","ssp1",2058,-1004502557977376
"gfdl-esm4","macroecological","ssp1",2059,-1235781547031872
"gfdl-esm4","macroecological","ssp1",2060,-1669813266259964
"gfdl-esm4","macroecological","ssp1",2061,-1677741831749076
"gfdl-esm4","macroecological","ssp1",2062,-705953356424988
"gfdl-esm4","macroecological","ssp1",2063,-1337494599739412
"gfdl-esm4","macroecological","ssp1",2064,-1438551302106360
"gfdl-esm4","macroecological","ssp1",2065,-1393761589190180
"gfdl-esm4","macroecological","ssp1",2066,-1329623434197512
"gfdl-esm4","macroecological","ssp1",2067,-1402500914162756
"gfdl-esm4","macroecological","ssp1",2068,-1800691557389472
"gfdl-esm4","macroecological","ssp1",2069,-2107265688683680
"gfdl-esm4","macroecological","ssp1",2070,-1486957851025212
"gfdl-esm4","macroecological","ssp1",2071,-1460223811349564
"gfdl-esm4","macroecological","ssp1",2072,-1526373412012252
"gfdl-esm4","macroecological","ssp1",2073,-2037986103206932
"gfdl-esm4","macroecological","ssp1",2074,-1096332296253836
"gfdl-esm4","macroecological","ssp1",2075,-1623808520524068
"gfdl-esm4","macroecological","ssp1",2076,-1526413143558456
"gfdl-esm4","macroecological","ssp1",2077,-1933496999899476
"gfdl-esm4","macroecological","ssp1",2078,-2362835152629252
"gfdl-esm4","macroecological","ssp1",2079,-1851689454710216
"gfdl-esm4","macroecological","ssp1",2080,-2033162267760380
"gfdl-esm4","macroecological","ssp1",2081,-1651269594072240
"gfdl-esm4","macroecological","ssp1",2082,-2262734475345772
"gfdl-esm4","macroecological","ssp1",2083,-2145615892266220
"gfdl-esm4","macroecological","ssp1",2084,-1175624547537544
"gfdl-esm4","macroecological","ssp1",2085,-1674148795560764
"gfdl-esm4","macroecological","ssp1",2086,-2192538112347004
"gfdl-esm4","macroecological","ssp1",2087,-1791067030540964
"gfdl-esm4","macroecological","ssp1",2088,-2074264124130836
"gfdl-esm4","macroecological","ssp1",2089,-1836396576369228
"gfdl-esm4","macroecological","ssp1",2090,-2179922846792308
"gfdl-esm4","macroecological","ssp1",2091,-1577751910502352
"gfdl-esm4","macroecological","ssp1",2092,-1749387801027292
"gfdl-esm4","macroecological","ssp1",2093,-1929495908502884
"gfdl-esm4","macroecological","ssp1",2094,-1920049806566196
"gfdl-esm4","macroecological","ssp1",2095,-1410878124839168
"gfdl-esm4","macroecological","ssp1",2096,-1415598442003868
"gfdl-esm4","macroecological","ssp1",2097,-2466441409253852
"gfdl-esm4","macroecological","ssp1",2098,-2514012160906172
"gfdl-esm4","macroecological","ssp1",2099,-1836404023777676
"gfdl-esm4","macroecological","ssp1",2100,-1550326976193172
"gfdl-esm4","macroecological","ssp5",2015,-249752918871300
"gfdl-esm4","macroecological","ssp5",2016,-1153968439203144
"gfdl-esm4","macroecological","ssp5",2017,-594741635893988
"gfdl-esm4","macroecological","ssp5",2018,-491936655788848
"gfdl-esm4","macroecological","ssp5",2019,-804931287312244
"gfdl-esm4","macroecological","ssp5",2020,-1383338731865916
"gfdl-esm4","macroecological","ssp5",2021,-102469914862668
"gfdl-esm4","macroecological","ssp5",2022,-563608040835064
"gfdl-esm4","macroecological","ssp5",2023,-522944929617496
"gfdl-esm4","macroecological","ssp5",2024,-247738987046888
"gfdl-esm4","macroecological","ssp5",2025,-275328566277164
"gfdl-esm4","macroecological","ssp5",2026,-1020501703570372
"gfdl-esm4","macroecological","ssp5",2027,-1082932630202876
"gfdl-esm4","macroecological","ssp5",2028,-671910331952600
"gfdl-esm4","macroecological","ssp5",2029,-1277913496801296
"gfdl-esm4","macroecological","ssp5",2030,-1110529532815552
"gfdl-esm4","macroecological","ssp5",2031,-1218798977702840
"gfdl-esm4","macroecological","ssp5",2032,-1839226582481452
"gfdl-esm4","macroecological","ssp5",2033,-1558507555629276
"gfdl-esm4","macroecological","ssp5",2034,-758820193127356
"gfdl-esm4","macroecological","ssp5",2035,-1038239409368584
"gfdl-esm4","macroecological","ssp5",2036,-1142288949843276
"gfdl-esm4","macroecological","ssp5",2037,-966753981024580
"gfdl-esm4","macroecological","ssp5",2038,-1207298369940824
"gfdl-esm4","macroecological","ssp5",2039,-1258874286953152
"gfdl-esm4","macroecological","ssp5",2040,-1212910103229112
"gfdl-esm4","macroecological","ssp5",2041,-1292351682871932
"gfdl-esm4","macroecological","ssp5",2042,-1917374604447444
"gfdl-esm4","macroecological","ssp5",2043,-2084658899081932
"gfdl-esm4","macroecological","ssp5",2044,-1862584128609212
"gfdl-esm4","macroecological","ssp5",2045,-1868245301084732
"gfdl-esm4","macroecological","ssp5",2046,-1713252285484636
"gfdl-esm4","macroecological","ssp5",2047,-1325587063044968
"gfdl-esm4","macroecological","ssp5",2048,-2078236146637424
"gfdl-esm4","macroecological","ssp5",2049,-2421686347898308
"gfdl-esm4","macroecological","ssp5",2050,-2261348975538592
"gfdl-esm4","macroecological","ssp5",2051,-1922711048597524
"gfdl-esm4","macroecological","ssp5",2052,-2446701105457916
"gfdl-esm4","macroecological","ssp5",2053,-2432128702147436
"gfdl-esm4","macroecological","ssp5",2054,-2545921846216588
"gfdl-esm4","macroecological","ssp5",2055,-2596390921180076
"gfdl-esm4","macroecological","ssp5",2056,-2141586441000224
"gfdl-esm4","macroecological","ssp5",2057,-2818745805489952
"gfdl-esm4","macroecological","ssp5",2058,-2314826660672636
"gfdl-esm4","macroecological","ssp5",2059,-2714303787447996
"gfdl-esm4","macroecological","ssp5",2060,-2785225545591332
"gfdl-esm4","macroecological","ssp5",2061,-3184734145224772
"gfdl-esm4","macroecological","ssp5",2062,-2551585458701404
"gfdl-esm4","macroecological","ssp5",2063,-3214930533197408
"gfdl-esm4","macroecological","ssp5",2064,-3415416604363660
"gfdl-esm4","macroecological","ssp5",2065,-2800294343443748
"gfdl-esm4","macroecological","ssp5",2066,-2551028853902468
"gfdl-esm4","macroecological","ssp5",2067,-3451911162104384
"gfdl-esm4","macroecological","ssp5",2068,-3398507185305616
"gfdl-esm4","macroecological","ssp5",2069,-3826290200397692
"gfdl-esm4","macroecological","ssp5",2070,-4124572865547220
"gfdl-esm4","macroecological","ssp5",2071,-3653461620816852
"gfdl-esm4","macroecological","ssp5",2072,-3970740462925420
"gfdl-esm4","macroecological","ssp5",2073,-3752460867133156
"gfdl-esm4","macroecological","ssp5",2074,-3247120379332360
"gfdl-esm4","macroecological","ssp5",2075,-4200145725063496
"gfdl-esm4","macroecological","ssp5",2076,-4045796714016044
"gfdl-esm4","macroecological","ssp5",2077,-4144495354800404
"gfdl-esm4","macroecological","ssp5",2078,-4653291681609932
"gfdl-esm4","macroecological","ssp5",2079,-4465967927331028
"gfdl-esm4","macroecological","ssp5",2080,-4254910472494516
"gfdl-esm4","macroecological","ssp5",2081,-4185461882337612
"gfdl-esm4","macroecological","ssp5",2082,-4665682815865856
"gfdl-esm4","macroecological","ssp5",2083,-4685406635467908
"gfdl-esm4","macroecological","ssp5",2084,-4522415632289088
"gfdl-esm4","macroecological","ssp5",2085,-5126496150020100
"gfdl-esm4","macroecological","ssp5",2086,-5267022201099176
"gfdl-esm4","macroecological","ssp5",2087,-4961280103946532
"gfdl-esm4","macroecological","ssp5",2088,-5062611556125884
"gfdl-esm4","macroecological","ssp5",2089,-5971397617194404
"gfdl-esm4","macroecological","ssp5",2090,-5114796443198348
"gfdl-esm4","macroecological","ssp5",2091,-4992531892566628
"gfdl-esm4","macroecological","ssp5",2092,-5201775177907396
"gfdl-esm4","macroecological","ssp5",2093,-5100262606794096
"gfdl-esm4","macroecological","ssp5",2094,-5526076033156684
"gfdl-esm4","macroecological","ssp5",2095,-5760269914702544
"gfdl-esm4","macroecological","ssp5",2096,-5952038533843500
"gfdl-esm4","macroecological","ssp5",2097,-5415329696267464
"gfdl-esm4","macroecological","ssp5",2098,-5649820767924164
"gfdl-esm4","macroecological","ssp5",2099,-6402114685039268
"gfdl-esm4","macroecological","ssp5",2100,-6876425628866060
"gfdl-esm4","zoomss","historical",1950,274705269409836
"gfdl-esm4","zoomss","historical",1951,384931219296520
"gfdl-esm4","zoomss","historical",1952,340586682047096
"gfdl-esm4","zoomss","historical",1953,616843369151940
"gfdl-esm4","zoomss","historical",1954,680039205879192
"gfdl-esm4","zoomss","historical",1955,1260493202122984
"gfdl-esm4","zoomss","historical",1956,699415286518692
"gfdl-esm4","zoomss","historical",1957,656079058135964
"gfdl-esm4","zoomss","historical",1958,426163820803772
"gfdl-esm4","zoomss","historical",1959,589724680088256
"gfdl-esm4","zoomss","historical",1960,1306708502500860
"gfdl-esm4","zoomss","historical",1961,456549634898612
"gfdl-esm4","zoomss","historical",1962,139146156664488
"gfdl-esm4","zoomss","historical",1963,1463440057590372
"gfdl-esm4","zoomss","historical",1964,622883592931404
"gfdl-esm4","zoomss","historical",1965,853282716955616
"gfdl-esm4","zoomss","historical",1966,1167446946246828
"gfdl-esm4","zoomss","historical",1967,810084752417408
"gfdl-esm4","zoomss","historical",1968,414085179723428
"gfdl-esm4","zoomss","historical",1969,893757804216928
"gfdl-esm4","zoomss","historical",1970,807968588749708
"gfdl-esm4","zoomss","historical",1971,602369164506264
"gfdl-esm4","zoomss","historical",1972,1408523667003716
"gfdl-esm4","zoomss","historical",1973,216220738872448
"gfdl-esm4","zoomss","historical",1974,1030969530918100
"gfdl-esm4","zoomss","historical",1975,635858376318788
"gfdl-esm4","zoomss","historical",1976,482737578130244
"gfdl-esm4","zoomss","historical",1977,275623882369740
"gfdl-esm4","zoomss","historical",1978,200290034528636
"gfdl-esm4","zoomss","historical",1979,688958838956564
"gfdl-esm4","zoomss","historical",1980,815796949808888
"gfdl-esm4","zoomss","historical",1981,-230465197900852
"gfdl-esm4","zoomss","historical",1982,573837457601272
"gfdl-esm4","zoomss","historical",1983,732491247571020
"gfdl-esm4","zoomss","historical",1984,1078198361092220
"gfdl-esm4","zoomss","historical",1985,1007395054207708
"gfdl-esm4","zoomss","historical",1986,1052413958591176
"gfdl-esm4","zoomss","historical",1987,1141368862423476
"gfdl-esm4","zoomss","historical",1988,746339095215372
"gfdl-esm4","zoomss","historical",1989,14242397777044
"gfdl-esm4","zoomss","historical",1990,-17016166037144
"gfdl-esm4","zoomss","historical",1991,58575346803932
"gfdl-esm4","zoomss","historical",1992,889134510142276
"gfdl-esm4","zoomss","historical",1993,818207357796264
"gfdl-esm4","zoomss","historical",1994,362247734485724
"gfdl-esm4","zoomss","historical",1995,906138724810608
"gfdl-esm4","zoomss","historical",1996,538564713791588
"gfdl-esm4","zoomss","historical",1997,718751084673516
"gfdl-esm4","zoomss","historical",1998,546400611118216
"gfdl-esm4","zoomss","historical",1999,-185692003140356
"gfdl-esm4","zoomss","historical",2000,182204187090516
"gfdl-esm4","zoomss","historical",2001,-170840426485336
"gfdl-esm4","zoomss","historical",2002,-54557999907620
"gfdl-esm4","zoomss","historical",2003,-1175269868532556
"gfdl-esm4","zoomss","historical",2004,-583838371212380
"gfdl-esm4","zoomss","historical",2005,-156297955750800
"gfdl-esm4","zoomss","historical",2006,-164553854875480
"gfdl-esm4","zoomss","historical",2007,252023153389128
"gfdl-esm4","zoomss","historical",2008,-313918472609048
"gfdl-esm4","zoomss","historical",2009,235867206043388
"gfdl-esm4","zoomss","historical",2010,1092281449592864
"gfdl-esm4","zoomss","historical",2011,23429443898632
"gfdl-esm4","zoomss","historical",2012,-597381189003316
"gfdl-esm4","zoomss","historical",2013,-519425686806952
"gfdl-esm4","zoomss","historical",2014,-573884746084616
"gfdl-esm4","zoomss","ssp1",2015,-335365284239436
"gfdl-esm4","zoomss","ssp1",2016,-1099229918172580
"gfdl-esm4","zoomss","ssp1",2017,-1282839660285616
"gfdl-esm4","zoomss","ssp1",2018,-333867007665984
"gfdl-esm4","zoomss","ssp1",2019,-1188751047597124
"gfdl-esm4","zoomss","ssp1",2020,-1237045769075300
"gfdl-esm4","zoomss","ssp1",2021,-1254229583113396
"gfdl-esm4","zoomss","ssp1",2022,-1146923919417004
"gfdl-esm4","zoomss","ssp1",2023,-1226192560691620
"gfdl-esm4","zoomss","ssp1",2024,-1263712947596908
"gfdl-esm4","zoomss","ssp1",2025,-1739872274590748
"gfdl-esm4","zoomss","ssp1",2026,-733271002056712
"gfdl-esm4","zoomss","ssp1",2027,-874141437097372
"gfdl-esm4","zoomss","ssp1",2028,-1503360987285892
"gfdl-esm4","zoomss","ssp1",2029,-1154116811553108
"gfdl-esm4","zoomss","ssp1",2030,-1893720864079044
"gfdl-esm4","zoomss","ssp1",2031,-1571746185710500
"gfdl-esm4","zoomss","ssp1",2032,-873811738344228
"gfdl-esm4","zoomss","ssp1",2033,-1916595894063768
"gfdl-esm4","zoomss","ssp1",2034,-1244560040155644
"gfdl-esm4","zoomss","ssp1",2035,-1546455127814996
"gfdl-esm4","zoomss","ssp1",2036,-2235419744411880
"gfdl-esm4","zoomss","ssp1",2037,-1580838066437532
"gfdl-esm4","zoomss","ssp1",2038,-1259840212480892
"gfdl-esm4","zoomss","ssp1",2039,-925053703864428
"gfdl-esm4","zoomss","ssp1",2040,-1143525585572440
"gfdl-esm4","zoomss","ssp1",2041,-2096528133305276
"gfdl-esm4","zoomss","ssp1",2042,-2275773857547936
"gfdl-esm4","zoomss","ssp1",2043,-1934335966735012
"gfdl-esm4","zoomss","ssp1",2044,-1595545733148584
"gfdl-esm4","zoomss","ssp1",2045,-2018294223003836
"gfdl-esm4","zoomss","ssp1",2046,-1323969930365552
"gfdl-esm4","zoomss","ssp1",2047,-995966164892204
"gfdl-esm4","zoomss","ssp1",2048,-1478006493607240
"gfdl-esm4","zoomss","ssp1",2049,-1860216063542448
"gfdl-esm4","zoomss","ssp1",2050,-1305607851875132
"gfdl-esm4","zoomss","ssp1",2051,-1996986145405084
"gfdl-esm4","zoomss","ssp1",2052,-763819324069852
"gfdl-esm4","zoomss","ssp1",2053,-1318936400452132
"gfdl-esm4","zoomss","ssp1",2054,-1723566957037708
"gfdl-esm4","zoomss","ssp1",2055,-1372181001405404
"gfdl-esm4","zoomss","ssp1",2056,-1915804512016516
"gfdl-esm4","zoomss","ssp1",2057,-1887810717842324
"gfdl-esm4","zoomss","ssp1",2058,-1004167486207596
"gfdl-esm4","zoomss","ssp1",2059,-1210717910471420
"gfdl-esm4","zoomss","ssp1",2060,-1633962813357328
"gfdl-esm4","zoomss","ssp1",2061,-1582520735331156
"gfdl-esm4","zoomss","ssp1",2062,-665793730075868
"gfdl-esm4","zoomss","ssp1",2063,-1451831189820976
"gfdl-esm4","zoomss","ssp1",2064,-1345216349900588
"gfdl-esm4","zoomss","ssp1",2065,-1667069063204908
"gfdl-esm4","zoomss","ssp1",2066,-1469882155656320
"gfdl-esm4","zoomss","ssp1",2067,-1740623489938868
"gfdl-esm4","zoomss","ssp1",2068,-2004246971445868
"gfdl-esm4","zoomss","ssp1",2069,-2038223047503916
"gfdl-esm4","zoomss","ssp1",2070,-1416147778363588
"gfdl-esm4","zoomss","ssp1",2071,-1444941621532604
"gfdl-esm4","zoomss","ssp1",2072,-1945974504272084
"gfdl-esm4","zoomss","ssp1",2073,-1738003609039084
"gfdl-esm4","zoomss","ssp1",2074,-1080738098958720
"gfdl-esm4","zoomss","ssp1",2075,-1107304328010860
"gfdl-esm4","zoomss","ssp1",2076,-1469273137536956
"gfdl-esm4","zoomss","ssp1",2077,-2322086146437496
"gfdl-esm4","zoomss","ssp1",2078,-2618855839299588
"gfdl-esm4","zoomss","ssp1",2079,-1841703546826628
"gfdl-esm4","zoomss","ssp1",2080,-2297166290191592
"gfdl-esm4","zoomss","ssp1",2081,-1856682602297788
"gfdl-esm4","zoomss","ssp1",2082,-3168087331644652
"gfdl-esm4","zoomss","ssp1",2083,-2307045261830688
"gfdl-esm4","zoomss","ssp1",2084,-1650482297075124
"gfdl-esm4","zoomss","ssp1",2085,-2558886505167688
"gfdl-esm4","zoomss","ssp1",2086,-2303855255268620
"gfdl-esm4","zoomss","ssp1",2087,-2141414026473820
"gfdl-esm4","zoomss","ssp1",2088,-2392270391911580
"gfdl-esm4","zoomss","ssp1",2089,-2545421386162668
"gfdl-esm4","zoomss","ssp1",2090,-2183333136740060
"gfdl-esm4","zoomss","ssp1",2091,-1667969430141560
"gfdl-esm4","zoomss","ssp1",2092,-2390212765740772
"gfdl-esm4","zoomss","ssp1",2093,-1677161703795092
"gfdl-esm4","zoomss","ssp1",2094,-1505911909436936
"gfdl-esm4","zoomss","ssp1",2095,-1676157600727564
"gfdl-esm4","zoomss","ssp1",2096,-1805032019498492
"gfdl-esm4","zoomss","ssp1",2097,-2845012807450280
"gfdl-esm4","zoomss","ssp1",2098,-2258494733110840
"gfdl-esm4","zoomss","ssp1",2099,-2004283685048172
"gfdl-esm4","zoomss","ssp1",2100,-2076809547515500
"gfdl-esm4","zoomss","ssp5",2015,-82659737258988
"gfdl-esm4","zoomss","ssp5",2016,-1601930030006044
"gfdl-esm4","zoomss","ssp5",2017,-344187302935216
"gfdl-esm4","zoomss","ssp5",2018,-143965122890164
"gfdl-esm4","zoomss","ssp5",2019,-432681479185220
"gfdl-esm4","zoomss","ssp5",2020,-1116856833308248
"gfdl-esm4","zoomss","ssp5",2021,-887300665947232
"gfdl-esm4","zoomss","ssp5",2022,-725932338502396
"gfdl-esm4","zoomss","ssp5",2023,-865898844186492
"gfdl-esm4","zoomss","ssp5",2024,-1005859146562884
"gfdl-esm4","zoomss","ssp5",2025,-886398677791988
"gfdl-esm4","zoomss","ssp5",2026,-967795939044672
"gfdl-esm4","zoomss","ssp5",2027,-815121341000492
"gfdl-esm4","zoomss","ssp5",2028,-989588584343376
"gfdl-esm4","zoomss","ssp5",2029,-729808852390628
"gfdl-esm4","zoomss","ssp5",2030,-1039366953692708
"gfdl-esm4","zoomss","ssp5",2031,-1716058237600420
"gfdl-esm4","zoomss","ssp5",2032,-1860694464795196
"gfdl-esm4","zoomss","ssp5",2033,-1679665282431816
"gfdl-esm4","zoomss","ssp5",2034,-1012065465113532
"gfdl-esm4","zoomss","ssp5",2035,-1403077405629768
"gfdl-esm4","zoomss","ssp5",2036,-1736845427175092
"gfdl-esm4","zoomss","ssp5",2037,-1307132835445296
"gfdl-esm4","zoomss","ssp5",2038,-1411256083060912
"gfdl-esm4","zoomss","ssp5",2039,-1795488034377948
"gfdl-esm4","zoomss","ssp5",2040,-1380827600111424
"gfdl-esm4","zoomss","ssp5",2041,-1454295297310828
"gfdl-esm4","zoomss","ssp5",2042,-1716968127115956
"gfdl-esm4","zoomss","ssp5",2043,-2138214903687252
"gfdl-esm4","zoomss","ssp5",2044,-2311943026231908
"gfdl-esm4","zoomss","ssp5",2045,-2342959856461480
"gfdl-esm4","zoomss","ssp5",2046,-1788830724337688
"gfdl-esm4","zoomss","ssp5",2047,-1711242693371600
"gfdl-esm4","zoomss","ssp5",2048,-2121142440529996
"gfdl-esm4","zoomss","ssp5",2049,-2595700384927600
"gfdl-esm4","zoomss","ssp5",2050,-2258429943982228
"gfdl-esm4","zoomss","ssp5",2051,-2480529146448332
"gfdl-esm4","zoomss","ssp5",2052,-2740792548842416
"gfdl-esm4","zoomss","ssp5",2053,-2439743626728344
"gfdl-esm4","zoomss","ssp5",2054,-3053807034950512
"gfdl-esm4","zoomss","ssp5",2055,-2336246659534352
"gfdl-esm4","zoomss","ssp5",2056,-1978026611353648
"gfdl-esm4","zoomss","ssp5",2057,-2718841784530816
"gfdl-esm4","zoomss","ssp5",2058,-2499898139052632
"gfdl-esm4","zoomss","ssp5",2059,-2476943657015340
"gfdl-esm4","zoomss","ssp5",2060,-2760046013831200
"gfdl-esm4","zoomss","ssp5",2061,-3729050918431652
"gfdl-esm4","zoomss","ssp5",2062,-2352413547728824
"gfdl-esm4","zoomss","ssp5",2063,-3414534018827464
"gfdl-esm4","zoomss","ssp5",2064,-3587305086890084
"gfdl-esm4","zoomss","ssp5",2065,-2480570009925228
"gfdl-esm4","zoomss","ssp5",2066,-3159606920547556
"gfdl-esm4","zoomss","ssp5",2067,-3219334928991204
"gfdl-esm4","zoomss","ssp5",2068,-3481941200279668
"gfdl-esm4","zoomss","ssp5",2069,-4318617201310228
"gfdl-esm4","zoomss","ssp5",2070,-4518487477662204
"gfdl-esm4","zoomss","ssp5",2071,-3923798992314220
"gfdl-esm4","zoomss","ssp5",2072,-3822496669703220
"gfdl-esm4","zoomss","ssp5",2073,-4088281229199992
"gfdl-esm4","zoomss","ssp5",2074,-3569572935113468
"gfdl-esm4","zoomss","ssp5",2075,-3900996867164276
"gfdl-esm4","zoomss","ssp5",2076,-3493792376301472
"gfdl-esm4","zoomss","ssp5",2077,-4172873475159404
"gfdl-esm4","zoomss","ssp5",2078,-4338572180758592
"gfdl-esm4","zoomss","ssp5",2079,-3697629298351196
"gfdl-esm4","zoomss","ssp5",2080,-4007302399091056
"gfdl-esm4","zoomss","ssp5",2081,-4559650575992492
"gfdl-esm4","zoomss","ssp5",2082,-4696488455346544
"gfdl-esm4","zoomss","ssp5",2083,-4704034613465696
"gfdl-esm4","zoomss","ssp5",2084,-4307761192344484
"gfdl-esm4","zoomss","ssp5",2085,-4918171494232340
"gfdl-esm4","zoomss","ssp5",2086,-4839604793822000
"gfdl-esm4","zoomss","ssp5",2087,-4371155361287208
"gfdl-esm4","zoomss","ssp5",2088,-5375396317190924
"gfdl-esm4","zoomss","ssp5",2089,-5851014933915004
"gfdl-esm4","zoomss","ssp5",2090,-4734100159408736
"gfdl-esm4","zoomss","ssp5",2091,-4879243640666988
"gfdl-esm4","zoomss","ssp5",2092,-4736546937591584
"gfdl-esm4","zoomss","ssp5",2093,-4411812799897516
"gfdl-esm4","zoomss","ssp5",2094,-4866555045613444
"gfdl-esm4","zoomss","ssp5",2095,-5752402617366564
"gfdl-esm4","zoomss","ssp5",2096,-5319648101381252
"gfdl-esm4","zoomss","ssp5",2097,-4944873894524856
"gfdl-esm4","zoomss","ssp5",2098,-5120252622973684
"gfdl-esm4","zoomss","ssp5",2099,-5673038684043888
"gfdl-esm4","zoomss","ssp5",2100,-5846154270384736
"ipsl-cm6a-lr","apecosm","historical",1950,21399845267872.9
